1:904165 [-0.16305764  4.65142072 -0.23944419]
4:126186133 [ 2.09690914e-03  4.61119578e+00 -2.38661126e-01]
4:126370647 [ 0.68197731  4.49712925 -0.14504971]
4:126490303 [ 0.29494428  4.30587557 -0.29037049]
4:127045418 [ 0.2074033   4.45569364 -0.25959529]
4:127235715 [-0.27899177  5.01165068 -0.38235125]
4:127249062 [ 0.29176721  4.22208111 -0.26869585]
4:127551516 [ 0.35650917  4.4898598  -0.25466438]
4:128723042 [-0.11163526  4.75578399 -0.20282453]
4:129336928 [ 0.24399803  4.58176196 -0.28380799]
4:130136648 [ 0.13459074  4.40439222 -0.34833674]
4:130167235 [-0.17665693  4.66037588 -0.2804784 ]
4:130308015 [-0.36553472  4.76134838 -0.30483428]
4:130317282 [-0.17850583  4.6564307  -0.27568129]
4:130364383 [-0.27215308  4.89941977 -0.16140376]
4:130784545 [-0.24627624  5.0392767  -0.38076212]
4:131062487 [-0.14351107  4.71083652 -0.26804892]
4:131137761 [-0.11462451  4.81254575 -0.3116674 ]
4:131503899 [-0.12886659  4.77482211 -0.20397583]
4:131880992 [ 0.34328317  4.51440181 -0.2442291 ]
4:132125400 [ 0.11594281  4.61444018 -0.28743335]
4:133062685 [ 0.10716775  4.57141535 -0.30786567]
4:133407753 [ 0.37644652  4.46713023 -0.23191802]
4:134120109 [-0.2439713   4.91178053 -0.31283592]
4:135278673 [ 0.01886044  4.70481984 -0.36390474]
4:135358154 [-0.14312968  4.65225686 -0.28962939]
4:135399300 [ 0.40334311  4.16571128 -0.17804771]
4:135939520 [ 0.23901903  4.32345046 -0.226532  ]
4:135953351 [ 0.40808602  4.33920626 -0.21736878]
4:136421815 [-0.63770625  4.7131719  -0.30849516]
4:137233717 [ 0.1933761   4.32004004 -0.26203895]
4:137445190 [-0.27967449  4.76775784 -0.27929019]
4:138477450 [ 0.17075502  4.57284181 -0.19131296]
4:138895657 [-0.17140285  4.78442155 -0.35564028]
4:139267650 [ 0.34854081  4.06352234 -0.22919071]
4:139856728 [ 0.47135622  3.83112087 -0.21682363]
4:140545348 [-0.36853378  5.08340423 -0.153709  ]
4:140650787 [ 0.03474561  4.54808545 -0.23212492]
4:141194324 [-0.09234932  4.66388096 -0.15615931]
4:141294814 [ 0.38043369  4.51877504 -0.30225301]
4:141320021 [ 0.03138369  4.65208994 -0.31622553]
4:141569847 [ 0.18832363  4.59066949 -0.28454318]
4:141820214 [ 0.32851223  4.15722265 -0.19340551]
4:142688390 [-0.25389194  4.90992666 -0.33009335]
4:142853017 [-0.42140477  5.40089789 -0.28879176]
4:143235865 [ 0.56952427  4.38434986 -0.22193929]
4:144240473 [ 0.48226284  4.12867056 -0.19283236]
4:144680954 [-0.10496891  4.67750368 -0.16936015]
4:145148701 [-0.10627152  4.73270468 -0.2047897 ]
4:145214922 [-0.43650983  4.74533609 -0.23635326]
4:145436324 [ 0.33576604  4.40120624 -0.20994144]
4:147037235 [ 0.19499103  4.4682078  -0.15394684]
4:147215092 [ 1.12435577  4.50222993 -0.19304996]
4:147495449 [ 0.48266623  4.36486006 -0.22015152]
4:147658082 [-0.04677015  4.72953099 -0.31650516]
4:148461073 [-0.3631739   4.86742805 -0.2192494 ]
4:148486299 [-0.01661509  4.66373114 -0.29549633]
4:148559892 [ 1.26273159  4.59314613 -0.30819766]
4:148987972 [ 0.49127893  3.96730943 -0.14211399]
4:149350527 [ 0.35866979  4.26359014 -0.24099758]
4:149802894 [-0.22868771  4.97692456 -0.24692076]
4:150756808 [-0.31948764  4.99904881 -0.29617483]
4:150946383 [ 0.32991861  4.12432214 -0.2341302 ]
4:151275634 [-0.22874406  4.96558572 -0.24440489]
4:152212486 [ 0.34223784  4.39917985 -0.27813206]
4:153695501 [ 0.106995    4.59844096 -0.25368666]
4:153915003 [-0.03454577  4.65086013 -0.29089   ]
4:154000968 [-0.47904868  4.88580762 -0.24381229]
4:154154000 [ 1.01508243e-03  4.61092313e+00 -2.67698385e-01]
4:154609523 [ 0.4496362   3.83132085 -0.19894567]
4:154641489 [ 0.10894485  4.55408183 -0.32919371]
4:154799030 [ 0.13361928  4.44011241 -0.17889758]
4:154883600 [-0.26944318  4.92299641 -0.18336136]
4:154911022 [-0.30368994  4.81590125 -0.11686247]
4:155241572 [ 0.27341319  4.45581269 -0.27436912]
4:155307426 [ 0.24805011  4.4304912  -0.27941096]
4:155411104 [ 0.82449961  3.08952704 -0.10091978]
4:155705144 [-0.25108345  4.940008   -0.25798205]
4:155720349 [-0.34967362  4.72870041 -0.2751635 ]
4:156484198 [-0.14606996  4.74024616 -0.33961329]
4:156561632 [-0.13031801  4.63599259 -0.26945306]
4:156885169 [-0.37748972  4.78151927 -0.23730697]
4:157213766 [-0.38268341  5.32980833 -0.29371374]
4:157484641 [ 0.06217425  4.51222269 -0.21272977]
4:157533294 [-0.19175858  4.73110495 -0.23699168]
4:159235840 [-0.58394131  4.8488922  -0.26796311]
4:160424615 [-0.86214263  4.74198273 -0.2968109 ]
4:160654172 [-0.36527439  4.76615372 -0.26933131]
4:161131305 [ 0.41598969  4.40751411 -0.22576768]
4:161234438 [ 0.29983119  4.19931657 -0.1767086 ]
4:161294866 [ 0.12786021  4.41654839 -0.26635554]
4:161363563 [ 0.17078433  4.55294984 -0.32916252]
4:161552712 [-0.2675679   4.81619083 -0.08603975]
4:161683458 [ 0.34806336  4.32236861 -0.17162286]
4:161783422 [-0.406703    4.81383018 -0.25774495]
4:162307312 [ 0.39803055  4.5503056  -0.25157137]
4:162709000 [ 0.44366837  4.06088003 -0.19074579]
4:162967006 [-0.26621534  4.84268696 -0.22520523]
4:163934608 [-0.04798742  4.69213661 -0.30930089]
4:165683917 [-0.37250599  4.68591018 -0.16898716]
4:165869919 [-0.16160067  4.69968719 -0.27159533]
4:166286171 [ 0.07686521  4.57109096 -0.26944395]
4:166309213 [ 0.34309342  4.38624387 -0.21158891]
4:166342375 [ 0.10299554  4.56850722 -0.25189366]
4:166619952 [ 0.38384101  4.08228696 -0.29079241]
4:166905263 [-0.36588703  5.20657952 -0.28245501]
4:166967504 [ 0.25131667  4.49041309 -0.24313915]
4:167204445 [-0.04810185  4.69380839 -0.23578737]
4:169112742 [-0.29563691  4.77683049 -0.29096665]
4:169372709 [ 0.10408056  4.47297435 -0.32161721]
4:169509103 [ 0.0542622   4.54241734 -0.19950001]
4:170037572 [ 0.20449331  4.5872277  -0.29915901]
4:170859150 [-0.2449197   4.86032076 -0.17670966]
4:170880883 [ 0.26884144  4.46000611 -0.22845338]
4:171049915 [ 0.56417522  4.21846777 -0.19720902]
4:171244684 [ 0.02340322  4.64422101 -0.30026154]
4:171576294 [-0.44762958  4.9387706  -0.18380464]
4:171957000 [-0.14633508  4.74367988 -0.21348791]
4:172027644 [-0.09261522  4.67628478 -0.26313671]
4:173323928 [ 0.16545568  4.36821229 -0.27567021]
4:174072292 [-0.07983284  4.74712648 -0.30960832]
4:174777061 [-0.28646291  4.66174122 -0.24868204]
4:174920657 [ 0.0231818   4.58729822 -0.21906185]
4:175249433 [ 0.11950436  4.53035754 -0.13680781]
4:176298798 [ 0.74685282  3.35669215 -0.30638564]
4:176975408 [ 0.27392665  4.27389713 -0.28242665]
4:177113779 [ 0.28172792  4.48467266 -0.33334658]
4:177224449 [-0.2691431   4.95583407 -0.2598895 ]
4:178041034 [ 0.01735523  4.58585539 -0.2445916 ]
4:178141976 [ 0.14587713  4.41792534 -0.20236225]
4:178199981 [ 0.44390695  4.49024253 -0.28480741]
4:178256913 [ 0.14220947  4.61177697 -0.26333066]
4:178351803 [ 0.33430475  4.12354288 -0.22595754]
4:179350247 [-0.10913172  4.78353971 -0.24503721]
4:179477407 [ 0.34922906  3.94737947 -0.22587379]
4:179704645 [ 0.4433795   4.32612163 -0.34612794]
4:179983413 [-0.13452498  4.71557614 -0.30058659]
4:180446118 [-0.19990892  4.69103321 -0.23122798]
4:180716739 [-0.00958631  4.61291824 -0.32677684]
4:180745286 [-0.04056495  4.65260436 -0.28418536]
4:180903852 [ 0.17995413  4.38168279 -0.26039273]
4:180922702 [ 0.31120202  4.16492075 -0.21386206]
4:181253362 [-0.31310489  5.0306646  -0.29145858]
4:181499684 [-0.22668244  4.688855   -0.23488591]
4:182222033 [ 0.07252691  4.55579167 -0.27234729]
4:182780188 [ 0.36547481  4.22034973 -0.24439218]
4:183077514 [-0.30003722  4.75269552 -0.2352163 ]
4:183367131 [ 0.57603341  4.43839012 -0.21645807]
4:183504017 [ 0.19099078  4.42728928 -0.19061967]
4:183581152 [-0.28478839  4.73034091 -0.31194448]
4:184179699 [-0.18615824  4.75120432 -0.21426599]
4:184501675 [ 0.17907209  4.38653293 -0.32034067]
4:184790301 [-0.11099512  4.72015731 -0.31193804]
4:184902533 [-0.09420184  4.74794248 -0.26915229]
4:185071227 [ 0.02115508  4.61068138 -0.25517217]
4:185177832 [-0.37481315  4.73146487 -0.21913303]
4:185193099 [-0.24897961  4.8626458  -0.21759083]
4:185217356 [-0.19998221  4.76260385 -0.24421866]
4:185222701 [-0.30544474  4.62255072 -0.21650064]
4:185312684 [ 0.05958272  4.63612898 -0.33360593]
4:185543672 [-0.15910637  4.65949235 -0.29531981]
4:186026909 [ 0.42753337  4.21516898 -0.18533202]
4:186125842 [ 0.20457608  4.38528401 -0.21503869]
4:186294198 [-0.20879487  4.67013833 -0.21128066]
4:186381115 [ 0.22475921  4.39524896 -0.21291882]
4:186618175 [ 0.40703413  4.33705647 -0.254221  ]
4:186884336 [ 0.09189736  4.56712173 -0.26374668]
4:186991137 [ 0.15214787  4.59344515 -0.30947287]
4:187004074 [ 0.42051962  4.38328378 -0.21137376]
4:187122319 [ 3.08605073e-03  4.63971598e+00 -2.77450173e-01]
4:187358040 [-0.09453722  4.61673845 -0.25469921]
4:187979712 [-0.10067865  4.66715578 -0.24141318]
4:188730709 [ 0.01296827  4.60252422 -0.29660067]
4:188909667 [ 0.18089438  4.46006792 -0.27035033]
4:189303437 [-0.40060332  4.77737292 -0.31004537]
4:189390949 [-0.02947121  4.64968689 -0.22342329]
4:189489351 [-0.47854226  4.68931594 -0.18224545]
4:189557490 [ 0.4818597   4.46989938 -0.21806894]
4:189785918 [-0.12636648  4.84936231 -0.29228348]
4:189906617 [-0.32030182  4.66097835 -0.27323961]
4:190300221 [-0.07258367  4.70450658 -0.26036982]
4:190459134 [-0.34746617  4.71379146 -0.25019687]
5:428236 [ 0.19102609  4.59145288 -0.25937117]
5:581053 [-0.43055551  4.98400293 -0.1700266 ]
5:862682 [-0.3420788   4.77469155 -0.2587926 ]
5:994615 [-0.31134199  5.101323   -0.36197201]
5:1081767 [ 0.10267338  4.4898304  -0.23311012]
5:1225687 [-0.45454333  5.34643395 -0.29601131]
5:1880891 [-0.28004137  4.68837266 -0.29629932]
5:2612747 [-0.13426178  4.75041282 -0.18081546]
5:2635891 [ 0.13127512  4.46349487 -0.33368533]
5:2725382 [-0.18244647  4.87821481 -0.36130549]
5:2757940 [-0.25869466  4.65702169 -0.17077315]
5:3082219 [-0.07155843  4.6598257  -0.28614938]
5:3100475 [-0.16173295  4.80336302 -0.19252112]
5:3134879 [ 0.0647799   4.57720125 -0.22070875]
5:3215231 [-1.08755971  4.86755611 -0.38922331]
5:3556260 [-0.11289027  4.75191476 -0.31466422]
5:3581760 [ 0.26700393  4.401497   -0.19296669]
5:3710645 [ 0.04527274  4.60455218 -0.29250897]
5:4161404 [-0.34770346  4.67198567 -0.29905053]
5:4297423 [-0.12352538  4.63992559 -0.2390939 ]
5:4520856 [ 0.11778438  4.53892383 -0.31986063]
5:4840284 [-0.69492297  4.86773897 -0.20843974]
5:4875420 [-3.61965752e-03  4.60910483e+00 -2.08742865e-01]
5:5078313 [ 0.08738742  4.57418478 -0.30682135]
5:5224299 [ 0.52959526  4.37385947 -0.27711864]
5:5460434 [-0.09951473  4.6286627  -0.20153505]
5:5578527 [-0.54120599  4.78537906 -0.23644058]
5:5602530 [ 0.51468093  3.8539167  -0.21529012]
5:6922386 [ 0.17681695  4.42025724 -0.23893993]
5:7019507 [-0.04346428  4.61645089 -0.238635  ]
5:7324451 [-0.10659879  4.72361595 -0.25122497]
5:7878179 [ 0.05748912  4.57460008 -0.23103945]
5:7936153 [-0.23787274  4.80557362 -0.2905457 ]
5:8027851 [ 0.29576628  4.27459478 -0.24253531]
5:8047543 [-0.20389265  4.69218361 -0.24504308]
5:8529586 [-0.37716911  4.71393708 -0.25843384]
5:8603334 [ 0.18372395  4.56945561 -0.25882606]
5:9137550 [ 0.11330377  4.50322314 -0.21476917]
5:9287073 [ 0.38191923  4.12552601 -0.28986392]
5:9519853 [-0.30546874  4.94559595 -0.26258346]
5:9575041 [ 0.12091458  4.40585317 -0.14968572]
5:9661352 [-0.28867485  4.68672625 -0.28024315]
5:9698490 [-0.18702662  4.7665764  -0.32003944]
5:9741430 [ 0.22283327  4.5908091  -0.24294216]
5:9782994 [ 0.08055143  4.48805219 -0.20431331]
5:9893560 [ 0.19912409  4.48699941 -0.24678322]
5:10115230 [-0.1151512   4.6259104  -0.24528532]
5:10140391 [-0.01851707  4.66207605 -0.29097854]
5:10166244 [-0.07506394  4.67417881 -0.19428853]
5:10308240 [-0.25862448  4.87483731 -0.32369893]
5:10492095 [ 0.37756381  4.49346053 -0.32823851]
5:10591672 [ 0.24777184  4.38197097 -0.26388915]
5:10905445 [-0.19810245  4.66554244 -0.22316615]
5:11298223 [-0.34037553  4.82514905 -0.15743512]
5:11423525 [-0.08947487  4.63999122 -0.21715701]
5:11767981 [ 1.21092148  2.35403466 -0.26019593]
5:12280849 [-0.27772334  4.78525144 -0.26434854]
5:12597846 [-0.21443984  4.76289048 -0.24657261]
5:13510918 [ 0.37987728  4.4557409  -0.22638245]
5:13701536 [ 0.00494925  4.63051851 -0.2608802 ]
5:13740976 [-0.47873808  4.82094281 -0.21438818]
5:13865980 [-0.13846704  4.68699791 -0.24817046]
5:13882858 [-1.25141573  4.6487191  -0.21304869]
5:14041925 [-0.27806955  4.82946197 -0.18923279]
5:15613657 [-0.1962661   4.65018937 -0.26164993]
5:15750881 [ 0.07064292  4.57775196 -0.27563293]
5:16261338 [ 0.32752821  4.4548998  -0.23881839]
5:16478200 [-0.29393068  5.01088117 -0.2529813 ]
5:16559581 [ 0.2372465   4.43590732 -0.25326364]
5:16887383 [-0.31397857  4.9579252  -0.3966004 ]
5:16892438 [ 0.12198452  4.56597064 -0.27654188]
5:17704161 [ 0.32806838  4.29922936 -0.39030913]
5:18007227 [ 0.03622206  4.59828806 -0.29244357]
5:18362647 [-0.27737144  4.67140572 -0.24198418]
5:18501530 [-0.07825065  4.67873673 -0.20693959]
5:18936590 [ 0.35078319  4.49701245 -0.29923578]
5:19848872 [-1.49512518e-03  4.58658472e+00 -2.35151328e-01]
5:19865904 [-0.12603339  4.74648425 -0.2505014 ]
5:21842436 [-0.01757913  4.62512006 -0.2750564 ]
5:21962724 [-0.55745844  4.98902052 -0.27776313]
5:22327274 [ 0.1291154   4.55353699 -0.3044201 ]
5:22660564 [ 0.19915461  4.4415758  -0.24391688]
5:24150299 [-0.27007812  4.72115611 -0.29875167]
5:24585329 [ 0.26437944  4.53890322 -0.37596478]
5:24666440 [-9.02222265e-04  4.63849353e+00 -3.09143806e-01]
5:26988424 [-0.28885124  4.78728276 -0.26955996]
5:27623650 [ 0.0788924   4.51829086 -0.24071894]
5:27729100 [-0.20673947  4.96435406 -0.27858385]
5:27793344 [-0.04439695  4.62280052 -0.18659696]
5:27858577 [-0.01134067  4.61662156 -0.22612356]
5:28968268 [ 0.37279286  4.40848935 -0.24729774]
5:29581858 [ 0.15220549  4.58115551 -0.23710468]
5:29729165 [-0.04055793  4.62038229 -0.23769955]
5:30393124 [ 0.12606993  4.6649413  -0.34878444]
5:30407686 [ 0.02113887  4.64442486 -0.34396056]
5:30749170 [-0.19204851  4.89309567 -0.27481349]
5:31131959 [ 0.2879359   4.4592492  -0.28130748]
5:31200936 [-0.15658935  4.7968484  -0.1942736 ]
5:31209367 [-0.39811542  5.28008532 -0.28152288]
5:31444434 [ 0.26522166  4.23035176 -0.35472643]
5:32525644 [ 0.28766789  4.4795782  -0.27290145]
5:32533347 [-0.28428289  5.0247453  -0.28678152]
5:32977787 [-0.51600881  4.88688312 -0.18287701]
5:33535060 [ 0.13110892  4.45716565 -0.2552704 ]
5:33558544 [-0.03396082  4.67866531 -0.27246793]
5:33622158 [-0.07435212  4.68171153 -0.32257646]
5:33913600 [ 0.69608789  3.29733912 -0.20007765]
5:33954511 [-0.14734678  4.8482561  -0.23362032]
5:34611483 [-0.34576597  4.77413158 -0.30574676]
5:34833339 [-0.60649905  4.71980267 -0.21960535]
5:34840841 [-0.59113111  5.23251928 -0.28974293]
5:34998877 [ 0.32098567  4.46769075 -0.22470015]
5:35379582 [-0.23766333  5.0382239  -0.23732917]
5:35861068 [-0.41090584  5.01968506 -0.21130436]
5:35876274 [-0.33579447  4.8056917  -0.23724261]
5:36248632 [ 0.05534933  4.56101315 -0.25831161]
5:36284794 [ 0.68036123  4.50763056 -0.24813488]
5:38049522 [-0.09361544  4.66456301 -0.33989593]
5:38083782 [-0.2036974   4.67512603 -0.26945641]
5:38412674 [-0.13772742  4.67507182 -0.29605664]
5:38486065 [ 0.25459067  4.57144223 -0.28054068]
5:38493858 [-0.58310202  4.61709571 -0.2509411 ]
5:38698659 [-0.4903896   5.01057212 -0.17012023]
5:38919158 [-0.47389212  4.74559019 -0.27833733]
5:40025962 [ 0.25274219  4.53956292 -0.29083982]
5:40484938 [ 0.33046424  4.43061842 -0.22734394]
5:40997996 [ 0.40489636  4.48877428 -0.24322656]
5:40998196 [ 0.24673341  4.34994632 -0.27105556]
5:41048533 [-0.22673778  4.74812825 -0.3644552 ]
5:41049480 [-1.11275804  4.677697   -0.18559124]
5:41092809 [-0.4068029   4.92682759 -0.30409288]
5:42801268 [-0.1984021   4.66504836 -0.24647786]
5:43558629 [ 0.42165714  4.11815153 -0.24744185]
5:43768939 [-0.55762478  4.97802397 -0.12677809]
5:44088038 [ 0.27327591  4.49568194 -0.21253271]
5:44150391 [ 0.24356874  4.40236531 -0.25206257]
5:44398696 [ 0.11740561  4.51877795 -0.24860484]
5:45197779 [ 0.57910841  4.52959427 -0.29724154]
5:45841630 [-0.41239208  5.43087862 -0.3116498 ]
5:46117770 [-0.34383711  4.6311984  -0.21403779]
5:46251306 [-0.0172362   4.61260991 -0.26194832]
5:49917122 [ 0.45358861  3.89055326 -0.2980594 ]
5:50279857 [-0.31146038  4.93294041 -0.40652259]
5:50280687 [-0.36214017  4.68862641 -0.21141836]
5:51290481 [ 0.17737686  4.41868291 -0.20647027]
5:51491064 [-0.31891122  4.90708226 -0.35087163]
5:51688602 [ 0.15648548  4.50091447 -0.33861987]
5:52214581 [ 0.51639027  4.53193944 -0.28647529]
5:52240810 [ 0.15769012  4.57483173 -0.23124138]
5:52246736 [ 0.35092486  4.36237983 -0.20165572]
5:52456893 [-0.12478077  4.70006409 -0.23925526]
5:52495682 [ 0.25615582  4.48140813 -0.25188843]
5:53083975 [ 0.46423865  4.53979894 -0.3073642 ]
5:53686888 [ 0.21175057  4.51210368 -0.3222037 ]
5:53737364 [-0.29953927  4.65125227 -0.21723465]
5:53815560 [ 0.16184818  4.58833922 -0.2299133 ]
5:54011945 [-0.01062687  4.63324521 -0.26980226]
5:54264447 [ 3.38371391e-03  4.62146288e+00 -2.66468414e-01]
5:54459961 [-0.23137633  5.0043676  -0.22617886]
5:55000564 [ 0.08258801  4.54652712 -0.30168094]
5:55016916 [ 0.46879864  3.88123505 -0.22130353]
5:55364692 [-0.47045359  4.68081022 -0.25302109]
5:55438851 [-0.16974524  4.65986982 -0.22867433]
5:55841462 [-0.32245444  4.99072313 -0.25018774]
5:57700852 [-0.67372403  4.78622213 -0.27825691]
5:58056208 [-0.03511879  4.65361298 -0.23880307]
5:58061888 [ 0.08249858  4.5509828  -0.20218295]
5:58167380 [ 0.11227235  4.55594298 -0.32808955]
5:58355032 [ 0.12880518  4.46897019 -0.33341922]
5:59020054 [-0.36356953  5.02182364 -0.30039134]
5:59445137 [-0.23096382  4.95256207 -0.33154837]
5:61500395 [ 0.19168264  4.47354855 -0.23799839]
5:61750087 [ 0.46548264  4.54181296 -0.347204  ]
5:62583232 [-0.26391725  4.72145849 -0.1878847 ]
5:63978255 [ 0.18691657  4.39471678 -0.19456801]
5:64585621 [-0.07554173  4.64253647 -0.19274919]
5:65105622 [-0.34832601  5.11804298 -0.23542893]
5:65551304 [ 0.3769796   4.47152176 -0.36422046]
5:65583098 [-0.04517611  4.66552276 -0.28271592]
5:65880241 [ 0.32272395  4.39279776 -0.14397878]
5:66170578 [ 0.19025183  4.51685408 -0.33231338]
5:66208840 [-0.21888419  4.90179949 -0.36548771]
5:66526556 [-0.73870831  4.68389891 -0.22710535]
5:66538016 [-0.10998031  4.65539021 -0.26101423]
5:66739338 [ 0.23988657  4.35729478 -0.35867618]
5:67137260 [-0.31533633  4.72587604 -0.27650963]
5:67210430 [ 0.17280713  4.3503601  -0.27088797]
5:67534039 [-0.07635259  4.75791753 -0.25462949]
5:68471247 [-0.57305584  4.76688413 -0.25356386]
5:68802366 [ 0.49092294  4.01183259 -0.24835478]
5:70749745 [-0.18215675  4.72668249 -0.26967476]
5:70754567 [-0.83611081  4.62466183 -0.23568878]
5:70800538 [-0.02013993  4.66152367 -0.3242181 ]
5:70806958 [ 0.20056355  4.28682454 -0.29396097]
5:70818130 [ 0.28947037  4.56488238 -0.20264127]
5:71114678 [ 0.13578971  4.48454837 -0.27270227]
5:71345282 [-0.04992083  4.5844322  -0.24718553]
5:71394115 [-0.19556447  4.89590593 -0.28697102]
5:71398049 [-0.68702766  4.75154418 -0.18195981]
5:71512802 [-0.07294188  4.68611369 -0.33462449]
5:71519664 [-0.17799474  4.70862279 -0.23628192]
5:71525468 [ 0.27431277  4.45126202 -0.27683502]
5:71683885 [ 0.29183965  4.39649184 -0.1548355 ]
5:72419041 [-0.36036851  5.24799876 -0.23299327]
5:73076511 [-0.17254048  4.81254643 -0.29141345]
5:73112348 [-0.03569819  4.6048289  -0.16860488]
5:73207372 [-0.01689003  4.63317809 -0.27637053]
5:73273696 [-0.20918432  4.81343745 -0.33042992]
5:73506784 [-0.25370217  4.88775942 -0.30299878]
5:73593736 [ 0.15890779  4.5121095  -0.33617089]
5:73985215 [-0.08168342  4.71284929 -0.30482624]
5:74198611 [ 0.26126625  4.4814961  -0.2482093 ]
5:74324902 [-0.26178632  4.77415952 -0.16702721]
5:74412488 [-0.55371     4.61889219 -0.20690589]
5:75138486 [ 0.12956088  4.55479395 -0.25089535]
5:75545035 [ 0.03862425  4.60686876 -0.27246895]
5:75594743 [-0.22741824  4.65114406 -0.2670147 ]
5:75623775 [-0.02594436  4.69948675 -0.371503  ]
5:75926863 [-0.06349728  4.72913582 -0.29006212]
5:76326719 [-0.22720599  4.6685079  -0.34163054]
5:76535811 [ 0.01538518  4.58161941 -0.27685826]
5:76544942 [ 0.31796653  4.26728765 -0.17024524]
5:76836055 [-0.23322714  4.72861379 -0.24520998]
5:77306390 [-0.05598851  4.66635232 -0.30516334]
5:77313250 [ 0.66152314  4.54156733 -0.26111943]
5:77500665 [-0.16377661  4.71478227 -0.34527163]
5:77816007 [-0.08945101  4.77533775 -0.35196803]
5:77998786 [ 0.03244345  4.63252496 -0.31447972]
5:78222187 [-0.11204081  4.64021106 -0.22010982]
5:78295854 [ 0.51331676  4.4531032  -0.23955878]
5:78375222 [-1.11780296  4.66214711 -0.27013635]
5:78774132 [-0.11120652  4.61063983 -0.2246534 ]
5:78848000 [-0.27416302  4.94096822 -0.27798891]
5:79025224 [ 0.43723232  4.60867358 -0.30738238]
5:79026434 [ 0.33818035  4.60080818 -0.2602476 ]
5:79186809 [ 3.44941261e-03  4.60992937e+00 -2.67576499e-01]
5:79398567 [-0.09424106  4.67931958 -0.23071768]
5:79939471 [-0.1125961   4.65551806 -0.28284379]
5:80215251 [ 0.19579807  4.37977167 -0.20703271]
5:80257798 [-0.50891463  5.27007186 -0.21752761]
5:80302654 [ 0.26722247  4.52956341 -0.28954585]
5:80322231 [ 0.23021271  4.54549052 -0.25052539]
5:80405669 [-0.09442309  4.74202013 -0.29089242]
5:81354389 [ 0.23781469  4.53691386 -0.26659224]
